Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12664422,2021-01-15 00:03:29,2020-09-17 21:13:04,792569,224431932,792569,283,77,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12664/SRR12664422/SRR12664422.lite.1,SRX9145067,19-14_45d_OPF_bp1_nsb18,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP283143,PRJNA662932,,662932,SRS7386117,SAMN16140711,simple,12110,Foot-and-mouth disease virus,19-14_45d_OPF_bp1_nsb18,,,,,,,no,,,,,USDA,SRA1127405,,public,FFD7E939E68062388E8352254A426385,0D577765D7144D1B32D3AA236C23FB11
SRR12664425,2021-01-15 00:03:29,2020-09-17 21:12:05,1107666,162470450,1107666,146,52,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12664/SRR12664425/SRR12664425.lite.1,SRX9145064,19-14_49d_OPF_bp1_nsb17,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP283143,PRJNA662932,,662932,SRS7386114,SAMN16140708,simple,12110,Foot-and-mouth disease virus,19-14_49d_OPF_bp1_nsb17,,,,,,,no,,,,,USDA,SRA1127405,,public,AA18945EFFCAD2409A1B89EC715734DF,57671679614739EE881A39176C41FF22
SRR12664421,2021-01-15 00:03:29,2020-09-17 21:12:43,262718,72566442,262718,276,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12664/SRR12664421/SRR12664421.lite.1,SRX9145068,19-14_49d_OPF_bp1_nsb18,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP283143,PRJNA662932,,662932,SRS7386118,SAMN16140712,simple,12110,Foot-and-mouth disease virus,19-14_49d_OPF_bp1_nsb18,,,,,,,no,,,,,USDA,SRA1127405,,public,0AF09A4F3BF133643558F25ADBCBA1DC,621B9132F1F6EC24AD8E0AE1A192A0AC
SRR13776180,2021-02-24 15:35:39,2021-02-24 08:39:09,1731700,495156458,1731700,285,170,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776180/SRR13776180.lite.1,SRX10161810,19-15_35d_OPF_pass1_nsb18,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP283143,PRJNA662932,,662932,SRS8313513,SAMN18038831,simple,12110,Foot-and-mouth disease virus,19-15_35d_OPF_pass1_nsb18,,,,,,,no,,,,,USDA,SRA1199403,,public,7D71367C1D254EC92672F4DB669AFBF6,8F8BCAA11D433F10446F596F5EAAA18F
SRR13776179,2021-02-24 15:35:39,2021-02-24 08:38:25,1385421,383832036,1385421,277,130,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776179/SRR13776179.lite.1,SRX10161811,19-15_38d_OPF_pass1_nsb18,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP283143,PRJNA662932,,662932,SRS8313514,SAMN18038832,simple,12110,Foot-and-mouth disease virus,19-15_38d_OPF_pass1_nsb18,,,,,,,no,,,,,USDA,SRA1199403,,public,8061775562518F0AF5A7CE599E6D3705,A1B25629115DD88C1ADFD461A7AA1F1E
SRR13776178,2021-02-24 15:35:39,2021-02-24 08:39:03,2036100,614902200,2036100,302,190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776178/SRR13776178.lite.1,SRX10161812,19-15_43d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313515,SAMN18038833,simple,12110,Foot-and-mouth disease virus,19-15_43d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,77B3002BE5C9FE5BD0F376D6D2CC3221,597933282BC71CB948C2989D089AE8D3
SRR13776177,2021-02-24 15:35:39,2021-02-24 08:38:45,1280648,386755696,1280648,302,119,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776177/SRR13776177.lite.1,SRX10161813,19-15_45d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313516,SAMN18038834,simple,12110,Foot-and-mouth disease virus,19-15_45d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,0C83732C401239FA46E985B29CFFECBA,6EA50BDFAF8E6FC4FB1FC05D4D71401A
SRR13776176,2021-02-24 15:35:39,2021-02-24 08:37:23,181707,50078764,181707,275,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776176/SRR13776176.lite.1,SRX10161814,19-15_49d_OPF_pass1_nsb18,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP283143,PRJNA662932,,662932,SRS8313517,SAMN18038835,simple,12110,Foot-and-mouth disease virus,19-15_49d_OPF_pass1_nsb18,,,,,,,no,,,,,USDA,SRA1199403,,public,321CC6972C53A9AF4410853530C9F360,5456F7DB8EB00399F39E1728091230BC
SRR13776175,2021-02-24 15:35:39,2021-02-24 08:39:51,1463232,417006708,1463232,284,142,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776175/SRR13776175.lite.1,SRX10161815,19-16_35d_OPF_pass1_nsb18,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP283143,PRJNA662932,,662932,SRS8313518,SAMN18038836,simple,12110,Foot-and-mouth disease virus,19-16_35d_OPF_pass1_nsb18,,,,,,,no,,,,,USDA,SRA1199403,,public,CDBE4981687BEFBF759C0DE5F8C74E49,B6474B6C4BC7A1A1EDAEA6147188E6F3
SRR13776173,2021-02-24 15:35:39,2021-02-24 08:38:36,1240228,374548856,1240228,302,115,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776173/SRR13776173.lite.1,SRX10161817,19-16_38d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313520,SAMN18038837,simple,12110,Foot-and-mouth disease virus,19-16_38d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,F554415BAC462D0AD87985BD4D346DE1,9CA9886CC4B021561CDFDD62D2D89BA9
SRR13776172,2021-02-24 15:35:39,2021-02-24 08:38:07,1303896,393776592,1303896,302,121,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776172/SRR13776172.lite.1,SRX10161818,19-16_43d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313521,SAMN18038838,simple,12110,Foot-and-mouth disease virus,19-16_43d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,AFD71B0F0051F1ED0843662D570E4994,FD0A3154E894F4F6CBF72FA7D7D9F666
SRR13776171,2021-02-24 15:35:39,2021-02-24 08:37:59,529947,149750980,529947,282,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776171/SRR13776171.lite.1,SRX10161819,19-16_49d_OPF_pass1_nsb18,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP283143,PRJNA662932,,662932,SRS8313522,SAMN18038839,simple,12110,Foot-and-mouth disease virus,19-16_49d_OPF_pass1_nsb18,,,,,,,no,,,,,USDA,SRA1199403,,public,696539FEFA5F128E1EE93356A5430483,4B6AE570A3F976B038260576D920D26C
SRR13776136,2021-02-24 15:35:40,2021-02-24 08:39:27,2915359,880438418,2915359,302,314,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776136/SRR13776136.lite.1,SRX10161854,19-29_25d_nas_pass1_nsb24,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313557,SAMN18038856,simple,12110,Foot-and-mouth disease virus,19-29_25d_nas_pass1_nsb24,,,,,,,no,,,,,USDA,SRA1199403,,public,F8A2F894CDB76FFDA904F35FF5D854AC,4DDD3F94F565A0BCFC6CD03F9E50E87F
SRR13776170,2021-02-24 15:35:39,2021-02-24 08:38:46,1433353,432872606,1433353,302,135,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776170/SRR13776170.lite.1,SRX10161820,19-29_31d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313523,SAMN18038782,simple,12110,Foot-and-mouth disease virus,19-29_31d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,14D9575A96DEDBF94ADF0C85D88C3EF3,6E613F652099E20D33B949BA86EF291B
SRR13776169,2021-02-24 15:35:39,2021-02-24 08:38:26,1208070,364837140,1208070,302,112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776169/SRR13776169.lite.1,SRX10161821,19-29_35d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313524,SAMN18038783,simple,12110,Foot-and-mouth disease virus,19-29_35d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,AAC945B39CBFD154A0116A39392975B4,136F852887C51A665ACF23DE5923CE37
SRR13776168,2021-02-24 15:35:39,2021-02-24 08:39:53,1311940,396205880,1311940,302,122,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776168/SRR13776168.lite.1,SRX10161822,19-29_38d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313525,SAMN18038784,simple,12110,Foot-and-mouth disease virus,19-29_38d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,7DD4F9A7916F6F87A6958AB98C7CA9EA,203C9F2BB6680A2A7BBE7A72E7F9FD9D
SRR13776167,2021-02-24 15:35:39,2021-02-24 08:37:56,951256,287279312,951256,302,89,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776167/SRR13776167.lite.1,SRX10161823,19-29_42d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313526,SAMN18038785,simple,12110,Foot-and-mouth disease virus,19-29_42d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,5599EC0E5BC03CBE905E7652EC15CA9D,EF936A3B18E1F3D6FC9F9B4D5CB3B413
SRR13776166,2021-02-24 15:35:39,2021-02-24 08:39:07,1726996,521552792,1726996,302,161,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776166/SRR13776166.lite.1,SRX10161824,19-29_45d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313527,SAMN18038786,simple,12110,Foot-and-mouth disease virus,19-29_45d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,ACA712C5EA9E996B24E96E5DAD1C183F,03A2524571840C5701C3552634FF08F6
SRR13776165,2021-02-24 15:35:39,2021-02-24 08:38:50,1677973,506747846,1677973,302,156,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776165/SRR13776165.lite.1,SRX10161825,19-29_49d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313528,SAMN18038787,simple,12110,Foot-and-mouth disease virus,19-29_49d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,D2AE913CF127AE64679CEF106BCBA01A,414541565427AEF19A79E366264220CC
SRR13776164,2021-02-24 15:35:39,2021-02-24 08:39:08,1656264,500191728,1656264,302,154,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776164/SRR13776164.lite.1,SRX10161826,19-29_52d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313529,SAMN18038788,simple,12110,Foot-and-mouth disease virus,19-29_52d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,3D946F6511FC67414C5CFD7F6C8DF719,B702E6FC14C0B140752A9836ABECDF32
SRR13776162,2021-02-24 15:35:39,2021-02-24 08:38:39,1510740,456243480,1510740,302,141,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776162/SRR13776162.lite.1,SRX10161828,19-29_56d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313531,SAMN18038789,simple,12110,Foot-and-mouth disease virus,19-29_56d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,1909AF937333149832912A01467B813A,D7E093E14AE872E6EE3A464D74F5604B
SRR13776135,2021-02-24 15:35:40,2021-02-24 08:38:22,2525323,712930192,2196069,282,256,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776135/SRR13776135.lite.1,SRX10161855,19-30_25d_nas_pass1_nsb24,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313558,SAMN18038857,simple,12110,Foot-and-mouth disease virus,19-30_25d_nas_pass1_nsb24,,,,,,,no,,,,,USDA,SRA1199403,,public,3ED21896A496F7A05D75A207D0D80182,87C645ACC306BC96FD1020E5954FB444
SRR13776161,2021-02-24 15:35:39,2021-02-24 08:37:55,1005583,303686066,1005583,302,93,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776161/SRR13776161.lite.1,SRX10161829,19-30_31d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313532,SAMN18038790,simple,12110,Foot-and-mouth disease virus,19-30_31d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,084A00972D870582533956369755565C,0766E299AAE66AED45025DCC982F622C
SRR13776160,2021-02-24 15:35:39,2021-02-24 08:37:08,492363,148693626,492363,302,45,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776160/SRR13776160.lite.1,SRX10161830,19-30_35d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313533,SAMN18038791,simple,12110,Foot-and-mouth disease virus,19-30_35d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,C129CAFA7EF2930D58B992B9E274FA4B,F8EC7A51E740766318D7009BD538348D
SRR13776159,2021-02-24 15:35:39,2021-02-24 08:38:29,742089,224110878,742089,302,69,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776159/SRR13776159.lite.1,SRX10161831,19-30_38d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313534,SAMN18038792,simple,12110,Foot-and-mouth disease virus,19-30_38d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,D1926BDFC1FD20A5198118B7437FAD96,3B3906AEF169DA95EBD11C8DBD146A20
SRR13776158,2021-02-24 15:35:39,2021-02-24 08:38:09,671344,202745888,671344,302,62,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776158/SRR13776158.lite.1,SRX10161832,19-30_42d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313535,SAMN18038793,simple,12110,Foot-and-mouth disease virus,19-30_42d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,73CE34BF5F00EBCC75E32990634D16F9,4BB80B7BCA67D6FB1AF2B1DCBA23A047
SRR13776157,2021-02-24 15:35:39,2021-02-24 08:38:19,811767,245153634,811767,302,78,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776157/SRR13776157.lite.1,SRX10161833,19-30_45d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313536,SAMN18038794,simple,12110,Foot-and-mouth disease virus,19-30_45d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,7CC8B93A4B6E5B6F172AD259AEE18A08,7700B37DFE8A6AF2A308516B2F26B303
SRR13776156,2021-02-24 15:35:39,2021-02-24 08:38:59,1082257,326841614,1082257,302,102,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776156/SRR13776156.lite.1,SRX10161834,19-30_49d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313537,SAMN18038795,simple,12110,Foot-and-mouth disease virus,19-30_49d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,51DB167A3F245FC0413E75C27077AA16,1401C2B6C3662D4C36BAF1BD746B53DA
SRR13776155,2021-02-24 15:35:39,2021-02-24 08:38:57,1721537,519904174,1721537,302,162,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776155/SRR13776155.lite.1,SRX10161835,19-30_52d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313538,SAMN18038796,simple,12110,Foot-and-mouth disease virus,19-30_52d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,4BBAC43BEE4AD5174F0679D5D7A71FC0,39A6DFAEE5353EAD75FD70F33826D18E
SRR13776154,2021-02-24 15:35:39,2021-02-24 08:38:13,1013448,306061296,1013448,302,95,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776154/SRR13776154.lite.1,SRX10161836,19-30_56d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313539,SAMN18038797,simple,12110,Foot-and-mouth disease virus,19-30_56d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,BA6B92CE3DA37A3561B91D1C947EE26D,4C81C317266781CF182DE0CF10CE0597
SRR13776134,2021-02-24 15:35:40,2021-02-24 08:39:21,2537789,766412278,2537789,302,277,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776134/SRR13776134.lite.1,SRX10161856,19-31_25d_nas_pass1_nsb24,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313559,SAMN18038858,simple,12110,Foot-and-mouth disease virus,19-31_25d_nas_pass1_nsb24,,,,,,,no,,,,,USDA,SRA1199403,,public,B12EE8CF52FE6489F5CF426522315914,CAA986159C35B4D6A9878E405965D90B
SRR13776153,2021-02-24 15:35:39,2021-02-24 08:37:59,1117140,337376280,1117140,302,105,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776153/SRR13776153.lite.1,SRX10161837,19-31_31d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313540,SAMN18038798,simple,12110,Foot-and-mouth disease virus,19-31_31d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,26042A779AB921E2455E310A35499427,485A27D811CC2746ED9C86C2F841E2F7
SRR13776151,2021-02-24 15:35:39,2021-02-24 08:38:21,1186323,358269546,1186323,302,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776151/SRR13776151.lite.1,SRX10161839,19-31_35d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313542,SAMN18038799,simple,12110,Foot-and-mouth disease virus,19-31_35d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,18BDBFA8E7B9584A6DABFEBF83B8967D,25E6C7097A36AE0893218F394FB60850
SRR13776150,2021-02-24 15:35:39,2021-02-24 08:38:49,1174190,354605380,1174190,302,110,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776150/SRR13776150.lite.1,SRX10161840,19-31_38d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313543,SAMN18038800,simple,12110,Foot-and-mouth disease virus,19-31_38d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,70DFB7A395F11895E9DC73597A174B65,21EC1F8FE6BF8AA04AFB0A8C79326B82
SRR13776149,2021-02-24 15:35:39,2021-02-24 08:38:40,1534417,463393934,1534417,302,143,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776149/SRR13776149.lite.1,SRX10161841,19-31_42d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313544,SAMN18038801,simple,12110,Foot-and-mouth disease virus,19-31_42d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,C5B08BB76E31A25D81150E373DE531F1,A353EB8C2D0D262B1CF0D7ED65639DB8
SRR13776148,2021-02-24 15:35:39,2021-02-24 08:38:10,857952,259101504,857952,302,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776148/SRR13776148.lite.1,SRX10161842,19-31_45d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313545,SAMN18038802,simple,12110,Foot-and-mouth disease virus,19-31_45d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,6BA302DCC4E59BF98A7BFC308E169837,96F05E4EDF022B5EB94B0B6FF3080A0C
SRR13776147,2021-02-24 15:35:39,2021-02-24 08:38:11,1767823,533882546,1767823,302,166,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776147/SRR13776147.lite.1,SRX10161843,19-31_49d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313546,SAMN18038803,simple,12110,Foot-and-mouth disease virus,19-31_49d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,6BB3A160A063C6A4C248781A1120A917,5EE24287F0A3E6ED26CFAFCC5405CFB6
SRR13776146,2021-02-24 15:35:39,2021-02-24 08:38:22,636749,192298198,636749,302,60,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13776/SRR13776146/SRR13776146.lite.1,SRX10161844,19-31_52d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313547,SAMN18038804,simple,12110,Foot-and-mouth disease virus,19-31_52d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,A4E254D65FC82F2A5EFD3130829C2BCC,4B60B406F12254B19A15A45A14986977
SRR13776145,2021-02-24 15:35:39,2021-02-24 08:38:14,822005,248245510,822005,302,76,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776145/SRR13776145.lite.1,SRX10161845,19-31_56d_OPF_pass1_nsb23,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313548,SAMN18038805,simple,12110,Foot-and-mouth disease virus,19-31_56d_OPF_pass1_nsb23,,,,,,,no,,,,,USDA,SRA1199403,,public,FAF62C158BB5B78327A8F3D44CDB4078,1372DDEA42A615CD03C419CFF93C5D50
SRR13776133,2021-02-24 15:35:40,2021-02-24 08:38:59,3102101,936834502,3102101,302,334,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13776/SRR13776133/SRR13776133.lite.1,SRX10161857,19-32_25d_nas_pass1_nsb24,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS8313560,SAMN18038859,simple,12110,Foot-and-mouth disease virus,19-32_25d_nas_pass1_nsb24,,,,,,,no,,,,,USDA,SRA1199403,,public,7A7126AC370BAF6FD20AD528A024BAA6,1A0451B6F8A1A84E95D43FA5E678F2A4
